RPID,MID,ReleaseDate
117,1539,2022-09-06
184,7437,2020-09-28
102,3124,2021-08-12
49,4813,2023-10-28
182,6576,2025-02-10
130,5971,2022-02-23
114,5503,2021-01-31
202,2965,1997-06-30
202,1270,2012-01-01
80,1559,2025-04-20
194,6135,2018-10-12
67,4121,2019-06-03
190,7903,2024-07-24
202,7415,2012-09-08
22,6325,2023-12-12
95,262,2022-04-02
13,7506,2021-05-17
37,7687,2024-02-27
114,4975,2017-12-23
201,6766,1959-02-13
197,6186,2021-03-16
201,8004,1992-10-16
202,8355,2015-12-10
67,894,2025-05-28
202,8420,2013-11-14
91,3675,2021-03-05
161,7203,2022-04-22
202,6701,2008-04-13
28,4030,2022-03-08
137,8499,2024-03-26
202,3991,2008-04-04
32,1490,2018-08-02
8,2154,2019-10-09
61,1612,2021-01-03
202,8423,2009-06-30
164,4883,2022-01-02
202,3646,2013-12-04
183,8773,2019-01-02
201,730,1979-10-03
173,817,2020-02-10
14,3800,2021-08-13
28,6612,2021-11-24
78,8721,2022-05-03
202,4264,2007-07-13
21,7020,2020-05-14
76,1289,2020-05-19
184,2683,2019-11-22
202,2955,2009-04-30
22,744,2023-11-28
132,6012,2020-03-20
37,4507,2019-01-06
181,2851,2018-08-31
178,210,2022-07-04
149,856,2020-01-17
125,4325,2019-11-17
201,4314,1969-04-13
38,1931,2017-04-16
202,4414,2003-08-04
79,5655,2021-10-27
164,5278,2017-08-15
77,4369,2022-05-12
78,6248,2018-09-01
157,4839,2022-09-15
201,6071,2021-05-26
146,5840,2020-08-30
169,6270,2024-03-31
202,6580,2016-02-23
54,3792,2024-12-13
202,2426,1998-10-30
202,4070,2012-11-23
54,3123,2021-03-10
202,3835,1997-10-16
202,1912,2014-03-13
1,8670,2021-08-13
162,6309,2022-01-28
191,8655,2023-07-06
27,849,2023-05-08
111,8634,2020-03-04
49,3282,2019-03-24
43,7318,2023-05-18
104,6085,2023-12-07
202,7396,2000-07-02
201,4732,1960-09-12
132,3196,2024-01-24
197,8630,2018-09-29
29,4884,2025-07-16
202,2840,2014-08-02
201,7941,1972-03-17
40,4864,2024-03-07
202,2233,2006-10-31
155,4461,2017-12-19
202,488,1995-08-13
74,1678,2024-07-24
88,1824,2020-10-25
202,4283,1998-02-14
202,3367,2001-06-09
44,7347,2023-10-08
156,812,2019-11-22
57,5528,2019-06-07
201,2394,1982-12-03
81,6263,2020-06-10
202,7589,2014-09-29
202,1660,2005-09-27
163,15,2019-06-22
202,3771,2009-09-06
48,6148,2017-06-03
201,1486,1959-08-23
202,7493,1997-07-30
41,3762,2021-05-21
132,6698,2018-03-08
202,7686,2014-01-27
33,3813,2018-08-20
120,4004,2020-11-05
202,1202,2004-03-16
31,7064,2022-10-25
38,6522,2024-10-07
202,2571,2004-03-20
132,7084,2025-08-01
105,7795,2021-10-14
25,4543,2018-11-07
201,4504,1961-11-23
202,6105,2009-08-05
202,7152,2015-09-20
201,6218,1989-03-30
202,2418,2009-07-27
61,145,2021-08-03
202,6697,2009-01-19
202,4271,2005-05-02
92,5562,2018-05-01
202,4409,2006-05-01
184,1692,2017-06-16
39,6021,2024-02-16
86,3757,2019-09-05
99,1870,2024-07-18
161,1945,2020-03-02
104,1094,2018-09-29
201,4209,1966-02-13
202,4249,2014-10-22
188,5898,2018-07-05
112,3651,2020-04-20
202,6181,1995-02-09
202,5943,1999-04-26
201,7252,1971-06-22
74,2050,2024-05-15
202,7742,1999-07-14
161,6842,2024-03-02
105,1428,2017-10-07
202,7450,2008-06-16
202,6249,2005-10-29
202,1207,2012-08-14
201,1212,1956-12-29
202,677,2009-08-03
201,4677,1988-10-19
7,1922,2018-09-16
202,1906,2007-08-10
83,2616,2024-05-13
119,7230,2024-06-26
202,7497,2001-02-01
201,1982,1990-07-29
201,7875,1982-04-22
202,3397,2011-05-11
131,4965,2018-07-06
201,5300,1964-04-01
202,2238,1995-10-12
157,7981,2022-05-30
189,1310,2020-10-16
202,5181,2007-09-19
141,4084,2023-12-29
193,4668,2017-11-03
173,6125,2022-02-07
14,2871,2017-08-27
202,391,2003-11-26
80,2764,2024-02-27
84,3869,2024-12-30
60,1065,2017-07-17
4,7435,2021-10-17
201,4205,1950-06-12
142,6919,2019-09-20
26,8239,2019-09-23
80,7168,2020-11-11
201,3886,2018-06-17
201,5745,1983-07-26
202,2199,2011-10-09
95,3494,2017-09-14
202,7964,1996-12-25
90,4316,2023-12-19
70,2390,2018-12-29
128,1563,2019-12-25
100,6023,2025-10-19
202,7292,1997-01-13
201,2700,1987-11-07
5,5304,2023-06-27
201,5596,1976-10-14
94,4913,2024-09-04
170,3665,2017-10-12
56,7844,2021-05-11
202,8197,2004-10-12
30,7661,2025-04-14
202,834,1997-12-29
1,5215,2022-08-11
202,1236,2015-05-24
14,3590,2017-12-15
137,2839,2020-07-11
33,3757,2018-09-20
202,6642,1997-06-22
169,5323,2024-10-23
172,1186,2022-05-01
201,3987,2025-09-12
184,3271,2025-01-12
41,7459,2022-06-17
132,3665,2021-02-15
201,7121,1970-04-18
202,155,1998-05-06
72,6606,2018-10-11
138,3600,2022-03-06
51,2605,2018-03-29
202,3968,1996-10-28
169,699,2024-10-23
202,5147,2010-07-29
67,6102,2025-05-21
145,438,2018-03-02
201,2439,1958-08-16
201,5659,1992-11-01
198,6468,2023-06-24
202,1461,2001-08-10
201,1833,1980-04-26
108,6360,2017-07-23
202,2809,2000-07-24
142,3282,2021-07-11
17,1877,2020-09-17
61,4153,2018-05-08
156,4093,2023-03-17
202,1629,1998-04-03
49,8578,2019-05-19
201,3448,1953-06-26
107,5895,2025-06-27
64,2033,2019-02-28
114,736,2024-12-05
92,5693,2020-08-29
68,6123,2022-05-02
107,6024,2023-02-24
190,8710,2018-12-04
85,486,2025-12-10
202,6542,2006-09-10
31,4920,2021-02-13
171,2810,2021-12-26
201,2863,1980-06-05
125,5511,2019-05-17
4,3373,2019-06-23
202,8605,2007-09-18
119,890,2019-11-26
201,7477,1983-11-16
190,2681,2025-02-17
201,204,1958-12-15
202,7581,2012-11-22
48,1071,2025-03-11
184,1786,2020-11-25
74,2357,2020-04-10
7,1180,2025-04-26
202,8092,2005-05-17
87,2710,2020-10-20
19,1594,2019-09-12
100,5751,2021-02-18
119,4765,2024-11-19
125,2769,2018-03-03
57,6514,2018-10-11
202,3375,2008-05-31
202,448,1998-08-24
202,4887,2008-11-20
202,27,2000-09-12
202,3176,2004-03-25
114,1000,2025-07-03
190,2035,2017-09-14
202,5137,1995-12-17
202,2973,2012-05-15
202,7534,2015-12-29
73,6142,2020-02-16
198,1393,2019-07-21
65,8535,2017-01-10
9,7538,2023-05-31
201,7540,1991-05-07
53,8759,2019-02-15
7,5413,2022-02-25
202,3660,2012-08-25
202,536,2002-11-05
106,2166,2022-03-31
109,393,2024-12-31
105,4211,2021-10-28
154,3880,2021-10-30
202,1256,2015-12-30
9,4312,2018-12-02
131,8401,2021-07-04
26,2835,2017-12-26
20,386,2025-07-19
122,4156,2017-01-21
202,3213,2008-12-18
202,2135,2000-03-11
185,7897,2018-06-10
201,7544,1981-12-09
165,3952,2017-06-26
201,875,1993-05-27
201,5913,1962-07-18
80,55,2018-03-24
201,6002,1959-10-25
10,2066,2019-10-13
105,244,2020-11-23
119,2976,2018-11-19
201,2577,1986-02-02
190,8673,2018-03-18
202,3881,2008-05-09
91,1029,2022-08-18
201,5451,1972-07-31
186,3765,2022-08-24
58,7570,2017-02-14
196,8239,2017-03-13
130,6170,2024-07-06
104,7168,2025-01-09
20,6285,2025-04-27
201,2986,1957-05-27
99,8250,2017-08-18
201,6576,1951-08-06
202,3315,2011-04-11
90,2581,2025-04-04
26,7186,2021-12-23
133,2811,2021-01-30
202,692,2012-11-21
57,7596,2017-12-19
130,3568,2023-07-23
109,5024,2023-12-11
202,862,1998-04-06
51,6056,2024-02-29
202,6928,2005-11-20
61,5395,2023-03-01
40,5249,2025-04-21
202,471,2007-10-25
18,674,2024-12-10
202,2138,1996-01-07
155,4843,2020-08-02
110,5093,2017-07-25
114,4602,2019-03-26
32,5740,2017-08-08
202,4329,2007-01-23
194,2379,2025-07-21
58,3353,2021-04-12
95,8786,2024-03-09
202,5120,2011-11-23
202,1558,2000-07-19
202,4678,2010-03-01
202,821,1998-07-05
12,5819,2025-02-05
162,3342,2017-05-28
197,125,2017-04-01
145,7528,2021-02-28
200,2292,2021-06-01
202,2506,2000-04-11
201,1199,1971-12-30
142,5394,2023-04-03
28,7419,2020-04-05
106,696,2023-09-22
5,8700,2024-11-04
56,2131,2018-06-26
202,7365,2016-08-18
202,6069,2005-05-25
115,3282,2020-06-04
201,7726,1991-03-11
201,4773,1958-05-31
122,5623,2021-06-07
202,4397,1997-05-27
107,4999,2019-08-19
202,6403,1996-01-30
65,1130,2021-10-04
202,4558,2003-06-04
58,5901,2023-12-18
76,6715,2021-10-30
23,1837,2018-08-29
201,1469,1963-07-31
34,4958,2019-12-03
108,7064,2020-05-24
202,5917,1997-09-22
71,7480,2019-10-03
111,8228,2020-12-06
189,5156,2022-02-01
202,769,1998-04-25
202,6613,1995-01-12
200,7770,2018-12-17
190,2142,2018-06-08
179,3234,2020-03-28
36,4255,2022-09-20
43,4286,2021-11-28
7,1621,2020-02-16
34,2626,2025-07-13
202,4837,2012-04-12
202,141,1995-07-09
202,3380,2005-04-08
113,8460,2018-11-15
187,8469,2019-02-21
21,8430,2022-04-18
8,1578,2024-12-28
202,663,2012-01-10
46,3848,2020-01-03
202,7796,2002-08-29
202,7920,1999-12-20
121,5353,2025-03-02
201,4792,2019-05-01
6,2466,2018-04-04
121,8803,2018-03-21
114,2139,2025-07-24
202,4380,1999-05-10
15,3880,2020-07-13
16,464,2022-04-06
160,3532,2018-10-13
130,3619,2024-06-05
202,4337,1998-06-23
135,4889,2020-10-25
123,8463,2022-07-02
201,892,1979-05-22
121,4084,2021-06-19
202,7743,2007-11-16
202,6484,1996-12-09
128,3252,2019-04-24
190,3988,2021-09-13
201,989,1951-10-25
201,382,1975-10-29
201,3283,1988-06-22
97,1236,2017-08-23
202,6471,1997-05-04
202,4199,1999-02-06
187,1220,2018-11-21
195,6444,2018-09-28
126,6534,2020-03-19
202,2494,2008-01-30
201,2358,1963-05-05
52,8695,2025-03-01
202,8581,2013-08-05
202,2692,2014-03-07
74,5033,2017-08-15
106,4169,2017-09-17
74,1895,2018-04-21
202,3185,2015-05-26
96,3546,2024-09-02
177,7037,2023-07-05
202,5793,1997-01-14
52,2347,2017-05-01
20,6403,2018-10-08
88,3998,2021-01-01
202,7412,2006-11-04
49,6219,2024-01-09
202,7516,2012-01-10
48,2651,2023-07-27
202,7441,2012-03-15
37,2295,2019-03-08
37,5310,2020-04-08
77,405,2020-05-28
4,6801,2019-01-12
100,4603,2022-09-05
202,2237,2004-02-25
66,4269,2023-10-14
142,6758,2019-09-05
128,6493,2023-05-06
79,8270,2025-02-06
1,2337,2025-07-02
130,1050,2022-01-07
83,8100,2019-10-26
146,8154,2018-11-25
202,4356,2002-12-05
28,235,2020-12-01
72,3619,2019-05-22
45,6567,2023-07-14
140,6118,2018-03-28
170,5287,2024-05-07
201,3796,1991-12-28
201,5647,1983-05-18
55,7180,2021-09-04
202,3802,1997-07-05
56,3554,2018-01-08
201,8771,1976-06-03
122,2686,2017-09-03
106,1037,2024-03-22
202,3075,2015-07-23
85,6498,2018-09-18
132,4994,2019-02-28
98,2321,2020-04-17
201,3303,1970-06-09
173,2174,2021-07-10
202,902,2006-05-09
50,1828,2017-02-12
152,5080,2023-01-30
118,5222,2022-03-20
162,7355,2017-11-27
202,1059,2010-01-10
125,6634,2017-05-22
159,5895,2019-04-14
202,7048,2003-10-17
201,1137,1994-05-13
201,2475,1959-03-02
69,1910,2019-10-16
47,2747,2023-07-08
66,5311,2023-08-31
201,2447,1988-06-10
117,5276,2023-02-24
92,2024,2022-01-04
170,4485,2025-02-15
21,3888,2025-12-05
201,6957,1994-03-15
61,8770,2018-12-06
202,1283,2003-11-28
201,3873,1966-01-23
60,1652,2019-01-15
19,5473,2020-11-27
201,2150,1990-10-20
92,5644,2020-04-18
165,2587,2018-05-14
25,4221,2017-12-09
201,2590,1980-05-13
201,7396,1951-10-20
16,6109,2020-09-11
5,5209,2021-09-23
133,3800,2017-11-26
202,1048,2007-04-15
134,1,2021-01-26
3,8179,2025-06-29
60,8524,2025-03-29
75,1768,2019-11-22
202,2068,2007-08-15
187,3774,2024-11-29
202,2625,2006-01-11
151,7911,2018-09-23
192,3640,2022-02-15
137,3559,2024-10-01
202,7997,2007-06-11
202,7102,1998-05-26
29,6852,2019-11-03
79,5019,2023-03-22
153,6137,2022-07-25
59,5706,2020-10-08
197,7425,2019-11-20
188,5134,2017-04-13
198,331,2022-03-02
12,1068,2023-03-08
201,7317,1987-06-19
73,6348,2019-05-08
202,5905,2002-01-14
201,1599,1966-10-10
170,5130,2025-08-11
79,762,2024-01-05
50,4946,2025-01-07
100,3770,2022-04-14
202,935,2012-05-12
202,1704,2016-06-02
202,3021,2009-04-11
202,630,2011-06-13
96,8086,2024-10-28
77,616,2018-07-21
36,195,2025-11-10
201,8789,1962-06-25
195,7171,2025-03-21
139,7512,2024-05-13
25,8585,2021-04-21
155,2396,2020-07-31
202,5963,2005-01-09
94,5143,2018-12-10
202,1315,2010-09-29
81,4554,2018-03-04
62,1574,2023-01-31
114,1057,2024-08-03
201,7217,1963-09-13
202,5260,1997-02-21
97,1623,2019-09-08
201,5163,1967-01-06
103,1260,2021-05-17
202,3359,2002-09-30
202,4463,1997-07-13
195,7017,2020-06-25
190,126,2025-06-30
67,8093,2024-08-19
67,7433,2018-11-05
12,7294,2018-12-11
47,2293,2019-07-03
202,1430,2013-02-01
5,2187,2018-06-06
111,1582,2019-12-02
198,6454,2019-08-09
74,7338,2017-04-17
202,997,2008-04-28
202,5673,2003-08-20
202,2674,2000-06-19
194,2961,2020-11-08
166,3918,2018-01-18
81,4952,2018-11-23
202,6026,2009-12-05
75,8125,2020-12-20
156,8738,2021-10-02
138,2385,2021-03-17
135,7965,2023-06-17
142,3457,2023-06-26
29,7966,2023-01-18
104,32,2025-07-23
202,366,2005-10-21
175,7283,2025-07-31
125,1837,2018-04-23
116,7370,2020-07-29
202,5191,1996-08-02
201,54,1953-08-15
188,167,2023-01-09
96,7369,2021-07-21
202,2784,2003-04-04
17,698,2020-11-07
174,6961,2024-02-25
202,4241,2012-02-15
51,7585,2024-09-17
154,3735,2017-02-17
201,7095,1978-04-28
180,7226,2018-09-01
22,5965,2024-12-20
74,3845,2024-05-17
202,744,1997-10-07
202,4085,1997-12-13
202,4055,2006-11-10
174,7860,2024-09-27
202,444,2012-12-01
72,7942,2022-02-12
148,944,2021-12-24
77,1024,2021-06-20
202,3360,2010-06-09
104,3624,2020-03-22
201,2458,1969-07-29
72,1200,2017-10-11
123,6841,2020-01-29
202,3860,2008-12-03
161,4801,2023-04-04
87,2592,2020-07-07
95,8567,2020-02-13
89,3422,2020-08-02
202,8306,2010-06-12
201,1167,1961-10-15
42,4857,2022-09-23
202,549,1995-06-15
202,6600,2014-10-04
138,7885,2022-01-11
190,6108,2018-07-19
107,214,2017-04-04
9,4802,2025-09-07
75,6721,2017-03-24
93,3911,2021-09-24
149,2767,2023-01-28
183,4438,2020-03-01
27,2396,2024-04-18
165,532,2023-03-04
117,5994,2020-01-13
24,651,2021-12-11
74,3706,2019-09-06
202,6468,2003-01-17
48,8381,2019-01-08
202,6151,2011-02-18
182,4838,2025-06-03
201,2978,1978-03-23
31,3470,2017-10-06
162,8393,2024-03-22
38,8357,2023-08-05
64,4570,2024-12-23
96,6345,2019-07-28
82,301,2017-08-18
38,3103,2019-02-26
30,7077,2020-03-07
157,950,2020-10-19
173,6369,2022-02-11
170,6005,2018-03-10
202,2221,2007-09-07
32,6228,2022-07-18
168,8324,2024-08-25
112,5078,2025-09-12
134,3862,2025-02-10
27,2522,2023-06-14
136,7274,2017-05-03
130,4651,2021-07-31
202,4267,2010-01-23
167,2872,2019-12-09
202,4880,2001-01-13
184,1723,2017-08-11
201,3784,1994-08-13
44,3133,2019-10-15
88,7125,2024-05-15
94,3955,2017-08-26
202,3701,2011-03-01
49,4807,2019-10-04
19,4378,2020-12-04
158,4183,2022-12-21
202,6343,2007-08-23
202,4114,2013-11-07
14,2645,2017-12-28
53,2723,2025-03-06
14,4419,2017-05-11
202,1246,2001-07-29
161,1168,2019-12-31
103,8672,2022-01-31
14,1922,2024-11-06
98,5916,2017-11-06
202,340,2000-07-08
181,1886,2023-07-11
202,3331,2004-04-07
123,683,2024-11-13
96,8712,2023-04-19
44,408,2022-11-27
74,4080,2017-05-18
182,120,2024-02-23
12,7488,2022-08-13
115,218,2021-03-27
67,8740,2017-12-29
112,2729,2020-01-22
121,6256,2021-06-20
27,3729,2022-01-13
146,4514,2021-11-17
194,742,2022-05-18
117,1938,2023-03-01
202,7568,2003-04-22
201,6220,1962-08-03
136,3264,2017-01-03
202,1374,2010-05-20
128,3420,2024-05-11
34,2023,2019-10-18
158,7397,2018-06-27
201,4689,1953-12-12
79,3846,2024-04-11
7,7929,2020-04-24
79,4453,2019-06-25
202,5149,2005-06-29
91,932,2017-05-06
39,1951,2020-08-26
202,540,2015-01-30
201,1660,1950-08-28
21,8345,2023-09-03
140,4313,2024-10-21
153,2379,2019-07-21
202,795,1999-03-04
151,8028,2022-12-12
160,4619,2025-09-26
139,5027,2022-04-20
82,2131,2018-06-28
112,7517,2021-06-07
93,6016,2020-01-26
201,4347,1984-11-23
57,127,2025-02-05
121,5323,2025-07-11
202,7249,2000-10-01
161,7238,2022-01-16
202,5107,2004-07-31
173,7057,2025-01-22
202,5,2009-09-05
101,6038,2019-12-21
164,2219,2023-04-04
24,7065,2017-02-12
64,8033,2019-03-17
32,2661,2025-05-03
202,1121,2011-03-26
56,1046,2020-03-13
201,3199,1962-08-18
201,3118,1955-02-03
202,6778,2002-03-09
150,910,2022-03-10
36,45,2019-05-15
202,7709,2011-02-03
170,1120,2025-08-13
201,284,2022-11-10
201,2503,1965-06-05
174,782,2018-02-20
111,3927,2024-05-21
202,1272,2015-08-10
9,1010,2023-03-31
202,4474,2000-05-20
202,6348,2009-09-21
114,7477,2023-09-12
95,372,2025-03-22
202,8595,2002-01-03
31,4363,2021-12-28
183,1563,2024-10-22
106,1497,2025-07-12
202,2647,1996-08-08
41,5684,2018-06-26
93,2988,2021-01-15
202,3682,2004-04-26
89,1475,2024-07-20
23,3530,2020-06-15
202,891,2004-06-02
29,5843,2017-02-22
201,5409,1973-04-26
196,3204,2021-08-17
125,3155,2018-07-22
198,5650,2024-10-16
132,635,2025-08-03
164,5770,2017-10-21
118,5633,2021-10-30
109,8137,2021-04-28
201,3302,1950-11-12
201,8167,1972-08-24
178,7968,2017-03-28
202,2978,2001-10-15
71,307,2023-07-22
108,8491,2019-05-14
164,188,2024-09-01
127,5082,2020-06-10
125,5868,2021-11-12
155,6916,2020-09-27
123,5599,2023-11-09
201,2743,1973-09-26
201,7919,1994-06-18
19,7947,2021-10-21
12,7440,2025-05-11
188,6362,2021-05-18
197,3793,2025-07-03
202,8458,2010-04-02
25,4478,2017-07-08
150,8034,2021-01-15
202,5110,2020-10-31
169,3828,2024-10-31
40,6526,2025-04-30
189,7344,2024-09-15
168,3348,2023-01-20
201,3285,1976-08-12
97,2771,2017-11-27
2,4473,2018-11-16
79,5446,2018-01-19
117,2790,2017-05-21
202,3585,2013-02-20
65,1961,2025-08-30
51,7579,2018-07-03
15,3093,2017-08-30
201,1182,1989-04-05
165,4464,2022-12-20
125,1682,2022-08-09
202,2359,2001-08-24
201,927,1975-08-10
201,1460,1965-12-12
201,7812,1992-12-11
161,3453,2022-07-18
164,7271,2022-03-30
202,4533,2006-08-20
119,3121,2025-01-16
41,6279,2024-01-01
25,4862,2018-12-12
64,396,2024-04-15
142,3133,2020-05-09
187,6067,2020-04-23
114,1207,2017-11-12
105,3013,2024-08-26
100,5995,2023-02-27
51,1171,2021-11-02
63,4743,2018-07-04
185,6744,2019-06-05
38,908,2019-12-23
200,28,2019-10-04
202,4423,2012-02-22
181,6497,2023-05-22
56,5039,2017-12-23
40,4955,2022-02-15
182,8168,2025-09-29
33,3698,2022-05-24
202,4339,2002-06-20
100,3314,2018-09-14
171,3688,2024-10-25
201,3397,1954-11-17
202,3366,1999-12-23
131,4162,2023-05-08
90,286,2019-07-16
191,1034,2019-12-09
182,2533,2024-07-07
195,6390,2023-08-18
108,5678,2023-06-19
104,1192,2023-08-09
116,5240,2017-11-11
202,3957,1998-06-23
201,1481,1977-11-19
89,516,2017-05-18
202,7202,1995-10-08
36,1000,2024-12-09
103,5883,2020-02-04
202,4443,1996-04-23
41,4966,2020-02-25
123,641,2024-04-26
4,8125,2019-12-20
202,400,1998-01-03
82,458,2025-02-14
164,4362,2019-06-20
12,266,2025-06-24
21,3700,2025-01-02
13,4709,2025-05-16
76,264,2023-08-16
202,5879,2006-08-08
202,2879,2000-05-15
196,4271,2018-01-05
138,5340,2018-09-16
22,5121,2023-11-19
202,2100,2007-10-26
101,3849,2021-10-23
122,6538,2017-09-21
124,2055,2020-04-04
201,2304,1967-10-06
100,6138,2025-04-13
126,3093,2022-11-23
149,2428,2024-10-18
77,748,2017-05-02
202,515,2004-05-24
50,4477,2017-12-02
134,7125,2018-04-01
47,3566,2019-12-27
202,7691,2004-04-21
153,1976,2022-04-06
202,4498,2012-04-11
32,7865,2020-02-12
176,6217,2024-06-27
202,4831,2011-04-17
201,98,1967-10-11
202,7511,2013-05-19
6,6488,2023-12-19
155,5839,2024-09-01
143,2444,2019-03-05
53,22,2022-12-20
75,6294,2022-11-11
202,210,2003-05-29
160,3569,2022-02-07
13,5753,2025-09-01
202,6269,2009-02-12
140,6588,2019-02-07
64,7786,2023-08-28
202,3803,2006-06-07
47,8448,2021-11-06
201,1608,1975-01-17
172,6852,2018-12-13
80,4006,2018-08-20
71,190,2020-05-26
22,3911,2024-02-08
201,8766,1951-06-03
80,7705,2024-12-15
67,1354,2019-09-16
84,944,2019-03-17
202,8288,2002-10-23
196,6556,2021-11-27
149,5917,2023-09-16
201,7692,1988-06-14
87,7813,2024-05-25
131,7556,2019-10-31
201,3472,1962-04-20
201,3253,1972-12-21
202,3119,1996-03-25
202,6464,2008-05-04
121,8439,2021-10-11
188,7300,2019-10-15
97,4879,2022-10-27
202,8114,2016-10-20
162,8659,2017-02-01
201,2583,1981-05-04
102,8689,2023-03-05
102,3863,2024-04-02
201,7920,2022-09-19
202,4666,1997-02-27
89,6665,2019-11-02
73,5753,2022-11-25
202,2269,2015-01-12
112,1919,2024-10-29
202,8739,2006-11-16
75,2822,2021-12-11
88,1267,2022-09-17
202,2641,1998-03-29
133,2450,2021-07-07
201,4075,1976-08-16
202,3480,2008-09-16
52,2429,2024-12-31
34,3733,2020-12-08
64,1617,2021-09-02
1,830,2025-10-24
33,5744,2018-08-09
107,2674,2019-01-21
25,3456,2024-12-12
202,2391,1999-01-24
123,3738,2017-11-22
177,4633,2017-03-02
202,3464,1998-05-07
130,1288,2022-10-16
201,5523,1969-04-23
61,2368,2018-07-06
74,6575,2025-11-29
86,1888,2021-05-25
6,533,2023-12-30
40,6739,2020-09-04
202,4411,2014-09-19
201,7379,1975-02-23
202,2786,2010-09-27
52,6296,2018-11-11
202,4595,2000-05-04
194,1599,2017-11-20
141,8741,2025-03-28
161,8596,2023-12-30
14,2141,2023-12-28
202,6440,2006-01-06
77,709,2018-06-25
121,8583,2023-12-09
118,3994,2018-02-04
94,6861,2021-05-15
20,4208,2017-08-04
202,1313,2007-07-01
202,946,2013-02-09
102,8455,2017-12-25
137,6999,2022-08-17
105,2633,2020-06-12
129,1867,2017-02-21
190,8730,2025-03-07
70,596,2022-09-04
153,3404,2018-03-19
202,810,2016-04-28
90,1318,2023-05-14
186,2280,2021-12-11
144,2658,2018-02-06
89,4561,2017-01-06
202,7981,2005-09-22
202,4449,2003-07-17
38,8176,2021-12-31
78,7640,2018-12-13
202,7720,2003-07-27
201,1625,1973-07-03
202,3355,1999-08-18
202,975,1995-07-03
64,6267,2022-07-04
105,6900,2023-10-25
136,6304,2025-03-20
202,1637,2005-03-31
131,891,2022-12-11
78,3118,2017-06-16
146,6811,2018-10-25
90,3769,2022-09-16
30,4371,2024-12-26
202,257,2001-09-03
116,5707,2017-04-22
122,6366,2018-02-04
97,4215,2023-09-23
106,5305,2024-11-02
89,2719,2022-03-31
10,2027,2019-09-22
202,2373,1995-10-13
101,8172,2020-08-20
202,6362,2013-01-15
9,6518,2025-05-08
202,1577,2007-09-27
90,1086,2018-10-07
201,2465,1960-12-06
87,3315,2019-01-20
142,2538,2020-11-19
178,7478,2018-11-05
201,3378,1961-06-25
23,3222,2024-01-24
92,3990,2018-01-07
130,8022,2019-03-22
202,1964,1997-10-27
9,3711,2018-02-02
96,1920,2021-04-20
202,6944,2003-04-24
202,3515,1995-04-07
202,7213,2001-11-26
24,3447,2022-12-14
202,7707,1995-02-10
99,1417,2021-09-27
202,7594,2006-10-22
31,6283,2017-10-20
202,432,2012-09-09
202,383,2014-03-28
135,7660,2023-02-27
70,1084,2025-06-14
125,1523,2022-01-22
135,2479,2022-10-23
147,7725,2025-03-06
82,4256,2023-01-02
188,4301,2023-04-06
26,3854,2022-04-08
201,544,1961-07-11
123,2786,2017-11-13
72,4884,2018-08-10
57,5883,2020-11-10
201,290,1964-02-27
189,1927,2018-04-18
24,3036,2020-11-04
63,5978,2019-06-01
56,1731,2025-06-11
87,2578,2019-09-20
165,339,2023-07-04
60,4172,2021-10-15
140,5413,2024-12-10
197,4028,2017-10-06
202,6803,2004-11-30
202,1475,1995-07-11
12,6580,2022-12-23
18,4819,2021-12-03
144,6424,2017-03-25
67,8214,2019-04-02
83,5053,2018-05-21
31,4483,2025-09-27
195,1280,2019-10-13
202,7591,2011-11-19
111,5851,2018-01-25
68,4515,2022-02-06
24,2269,2022-03-03
37,5081,2017-04-08
81,4260,2021-01-25
10,6413,2020-10-30
198,6763,2023-10-20
24,254,2023-02-10
149,6369,2021-07-06
24,6768,2019-01-10
201,6893,1955-01-25
202,397,1997-12-18
84,3774,2017-03-14
202,2679,1997-09-05
182,8752,2025-09-16
85,2166,2023-09-28
23,318,2017-03-11
29,3640,2022-10-14
202,6761,2000-02-26
202,1719,2016-08-10
78,4616,2023-02-16
106,7262,2023-08-31
202,3739,1997-09-15
202,573,2009-02-27
17,945,2021-09-30
70,2186,2024-07-09
57,8276,2017-03-19
12,7343,2025-12-05
148,4575,2021-03-26
82,2279,2020-11-22
34,8046,2022-12-03
201,8128,1963-08-03
8,3233,2017-01-11
201,1499,1990-06-16
179,1657,2025-03-30
202,5986,1996-02-19
202,6456,1995-01-18
